Recipe names:
nuclearcraft:item.glowstonechestplate - 1xitem.GlowstoneChestplate@0
draconicevolution:energy_crystal_3 - 2xtile.draconicevolution:energy_crystal@4
nuclearcraft:item.ma.inferium_boots_2 - 1xitem.ma.inferium_boots@0
immersiveengineering:hammercrushing_tin - 1xitem.thermalfoundation.material@65
botania:wands/twigwand_yellow_brown - 1xitem.twigWand@0
rpsideas:white_cad_case - 1xtile.cad_case_white@0
extratrees:purpleheart_fences - 3xtile.fences.1@13
extrabotany:recipe_excaliber - 1xitem.excaliber@0
embers:ashen_stone2 - 4xtile.ashen_stone@0
cyclicmagic:item.tool_trade_1_2_3 - 1xitem.tool_trade@0
tesslocator:basic_item_tesslocator - 4xitem.tesslocator.basic_item_tesslocator@0
mysticalagriculture:end_seeds - 1xitem.ma.end_seeds@0
integrateddynamics:crystalized_chorus_brick_stairs - 4xtile.blocks.integrateddynamics.crystalized_chorus_brick_stairs@0
jaopca:block_fencevoid_0r2iyk - 3xtile.jaopca.fence@0
mekanism:reinforcedplasticblock_11_alt - 4xtile.ReinforcedPlasticBlock@11
cyclicmagic:item.sandstone_spade_1 - 1xitem.sandstone_spade@0
jaopca:block_fenceknightslime_cqrkvy - 3xtile.jaopca.fence@0
rftools:tablet_with_storage_module_6 - 1xitem.storage_module_tablet@1
forestry:farm_gearbox_brick_cracked - 1xtile.for.ffarm@2
minecraft:tnt - 1xtile.tnt@0
mysticalworld:charred_fence - 6xtile.charred_fence@0
rftools:tablet_with_storage_module_s - 1xitem.storage_module_tablet@2
jaopca:item_mysticalseedsgelid_kye309 - 1xitem.jaopca.mysticalSeeds@0
enderutilities:ender_tool_shovel - 1xitem.enderutilities.endertool@2
genetics:incubator - 1xtile.null@2
minecraft:flint_and_steel - 1xitem.flintAndSteel@0
bibliocraft:lightblue_typewriter - 1xtile.BiblioCraft:Typewriter@3
jaopca:block_wallopal_d6jnpb - 12xtile.jaopca.wall@0
industrialforegoing:block_placer_thermal - 1xtile.industrialforegoing.block_placer@0
forestry:planks_mahoe - 4xtile.for.planks.1@0
jaopca:block_stairsmixedmetal_632mkd - 8xtile.jaopca.stairs@0
enderio:dark_crook - 1xitem.item_dark_steel_crook@0
mysticalworld:mud_brick_slab - 6xtile.mud_brick_slab@0
botania:wands/twigwand_gray_yellow - 1xitem.twigWand@0
draconicevolution:energy_crystal_1 - 4xtile.draconicevolution:energy_crystal@1
nuclearcraft:item.conarm.boots - 1xitem.conarm.boots@0
complex-logic:lamp/cage_lamp_cyan_inverted - 1xtile.cage_lamp_inverted@0
cyclicmagic:tile.block_enchanter_1 - 1xtile.block_enchanter@0
appliedenergistics2:tools/paintballs_lumen_red - 8xitem.appliedenergistics2.paint_ball@34
jaopca:block_fenceintermedium_tx1ghq - 3xtile.jaopca.fence@0
botania:wands/twigwand_cyan_gray - 1xitem.twigWand@0
mysticalagriculture:flint - 8xitem.flint@0
thaumadditions:vis_scribing_tools - 1xitem.thaumadditions:vis_scribing_tools@150
extratrees:iroko_fireproof_slabs - 6xtile.slabs.fireproof.3@6
rftools:pearl_injector - 1xtile.rftools.pearl_injector@0
thaumicrestoration:block_crystal - 1xtile.block_crystal@0
embers:ingotelectrum_ingot - 1xitem.ingot_electrum@0
nuclearcraft:item.cloth_boots_1 - 1xitem.cloth_boots@0
nuclearcraft:item.lapislazulihelmet_2 - 1xitem.LapisLazuliHelmet@0
jaopca:block_wallvibrantalloy_5ril8k - 12xtile.jaopca.wall@0
nuclearcraft:item.lapislazulihelmet_1 - 1xitem.LapisLazuliHelmet@0
nuclearcraft:item.crimson_praetor_legs_1 - 1xitem.crimson_praetor_legs@0
nuclearcraft:item.cloth_boots_2 - 1xitem.cloth_boots@0
nuclearcraft:item.crimson_praetor_legs_2 - 1xitem.crimson_praetor_legs@0
ironchest:shulker/magenta/iron/copper_iron_shulker_box - 1xtile.IronShulkerBoxmagenta@0
thermalfoundation:tool.bow_iron - 1xitem.thermalfoundation.tool.ironBow@0
actuallyadditions:giant_chest_large - 1xtile.actuallyadditions.block_giant_chest_large@0
bibliocraft:blue_dyed_swordpedestal - 1xtile.BiblioCraft:SwordPedestal@11
forestry:doors_teak - 3xtile.for.doors.teak@0
enderio:filter_basic - 1xitem.item_basic_item_filter@0
modularmachinery:fluid_output_tiny - 1xtile.modularmachinery.blockfluidoutputhatch@0
extratrees:elm_fences - 3xtile.fences.1@0
extratrees:hornbeam_fireproof_stairs - 4xtile.stairs.fireproof.hornbeam@0
tg:shade_ingot - 9xitem.ingot_shade@0
darkutils:focus_sash - 1xitem.darkutils.focus.sash@0
thaumcraft:bannerpink - 1xtile.banner_pink@0
thermalfoundation:lapis_ingot - 1xitem.lapis_ingot@0
enderio:auto_coloring_enlightened_fused_quartz_with_green - 8xtile.block_enlightened_fused_quartz@13
botania:floating_ba_wither_flower - 2xtile.air@15
integrateddynamics:part_machine_reader_item - 1xparttype.parttypes.integrateddynamics.machine_reader.name@0
jaopca:alloy_yqmnfd - 4xitem.nuclearcraft.alloy@6
mysticalagriculture:lava_bucket - 1xitem.bucketLava@0
botany:clay_darkolivegreen - 1xitem.botany.clay@13
redstonearsenal:gem_crystal_flux - 2xitem.redstonearsenal.material@160
nuclearcraft:item.thaumadditions:mithminite_hood - 1xitem.thaumadditions:mithminite_hood@0
immersiveengineering:toolupgrades/drill_capacity - 1xitem.immersiveengineering.toolupgrade@3
rftools:shape_card_pump_dirt - 1xitem.shape_card@8
thermalinnovation:drill_6 - 1xitem.thermalinnovation.drill@1
thermalinnovation:drill_7 - 1xitem.thermalinnovation.drill@2
thermalinnovation:drill_4 - 1xitem.thermalinnovation.drill@4
thermalinnovation:drill_5 - 1xitem.thermalinnovation.drill@0
notenoughwands:advanced_wandcore - 1xitem.notenoughwands.advanced_wandcore@0
thermalinnovation:drill_2 - 1xitem.thermalinnovation.drill@2
thermalinnovation:drill_3 - 1xitem.thermalinnovation.drill@3
bewitchment:yew_door - 3xitem.bewitchment.yew_door@0
thermalinnovation:drill_1 - 1xitem.thermalinnovation.drill@1
redstonerepository:storage_1 - 1xtile.redstonerepository.storage@1
bibliocraft:spruce_paintingframesimple - 1xtile.BiblioCraft:PaintingFrameSimple@1
immersiveengineering:material/plate_copper - 1xitem.immersiveengineering.metal@30
nuclearcraft:item.nuclearcraft.rad_shielding.heavy - 1xitem.nuclearcraft.rad_shielding@2
complex-logic:lamp/color_lamp_orange - 1xtile.color_lamp@0
etlunar:m_multiblocks/m_lunar_array/lunarvoltaic_cell - 1xitem.etlunar.lunarvoltaic_cell@0
thermalinnovation:drill_8 - 1xitem.thermalinnovation.drill@3
thermalinnovation:drill_9 - 1xitem.thermalinnovation.drill@4
techreborn:glowstone_dust - 1xitem.yellowDust@0
nuclearcraft:item.rpsideas:ivory_leggings_1 - 1xitem.ivory_leggings@0
nuclearcraft:item.rpsideas:ivory_leggings_2 - 1xitem.ivory_leggings@0
forestry:fences_cocobolo - 3xtile.for.fences.1@11
nuclearcraft:item.actuallyadditions.item_chest_emerald_1 - 1xitem.actuallyadditions.item_chest_emerald@0
cyclicmagic:item.ender_eye_orb_1 - 1xitem.ender_eye_orb@0
cyclicmagic:item.ender_wool_1 - 1xitem.ender_wool@0
botany:clay_mediumorchid - 1xitem.botany.clay@43
jaopca:block_wallorichalcos_sk58gq - 12xtile.jaopca.wall@0
rpsideas:dark_yellow_plate - 1xtile.dark_plate@4
extratrees:brazilwood_slabs - 6xtile.slabs.3@2
industrialforegoing:resourceful_furnace_enderio - 1xtile.industrialforegoing.resourceful_furnace@0
embers:ingotelectrum_block_decomp - 9xitem.ingot_electrum@0
nuclearcraft:item.conarm.helmet_100 - 1xitem.conarm.helmet@0
botania:dreamwood1stairs - 4xtile.dreamwood1Stairs@0
mekanism:atomicdisassembler - 1xitem.AtomicDisassembler@0
nuclearcraft:item.conarm.helmet_101 - 1xitem.conarm.helmet@0
botania:wands/twigwand_silver_green - 1xitem.twigWand@0
jaopca:block_stairsiridiumalloy_db6unv - 8xtile.jaopca.stairs@0
jaopca:block_fencelumium_z809m2 - 3xtile.jaopca.fence@0
mob_grinding_utils:saw - 1xtile.mob_grinding_utils.saw@0
nuclearcraft:item.conarm.helmet_106 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_107 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_108 - 1xitem.conarm.helmet@0
computercraft:wired_modem_full_to - 1xtile.computercraft:wired_modem_full@0
nuclearcraft:item.conarm.helmet_109 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_102 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_103 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_104 - 1xitem.conarm.helmet@0
nuclearcraft:tile.nuclearcraft.turbine_glass - 1xtile.nuclearcraft.turbine_glass@0
nuclearcraft:item.conarm.helmet_105 - 1xitem.conarm.helmet@0
appliedenergistics2:network/crafting/cpu_crafting_storage_1k - 1xtile.appliedenergistics2.crafting_storage_1k@0
complex-logic:lamp/color_lamp_lime_inverted - 1xtile.color_lamp_inverted@0
mysticalagriculture:ingotchrome - 2xitem.techreborn.ingot@3
storagedrawersextra:extra_drawers_fulldrawers4_forestry_padauk - 4xtile.extraDrawers@2
nuclearcraft:item.conarm.helmet_110 - 1xitem.conarm.helmet@0
malisisdoors:garage_door - 1xtile.garage_door@0
nuclearcraft:item.conarm.helmet_111 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_112 - 1xitem.conarm.helmet@0
nuclearcraft:item.actuallyadditions.item_chest_emerald_2 - 1xitem.actuallyadditions.item_chest_emerald@0
nuclearcraft:item.conarm.helmet_117 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_118 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_119 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_113 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_114 - 1xitem.conarm.helmet@0
appliedenergistics2:network/cables/dense_covered_blue - 8xitem.appliedenergistics2.part@511
nuclearcraft:item.conarm.helmet_115 - 1xitem.conarm.helmet@0
nuclearcraft:item.conarm.helmet_116 - 1xitem.conarm.helmet@0
minecraft:gray_wool - 1xtile.cloth@7
bibliocraft:birch_fancysign - 1xtile.BiblioCraft:FancySign@2
cyclicmagic:item.horse_upgrade_speed - 1xitem.horse_upgrade_speed@0
nuclearcraft:item.nuclearcraft.uranium._235_oxide_tiny - 9xitem.nuclearcraft.uranium@7
nuclearcraft:item.nuclearcraft.fuel_californium.hec_249_oxide - 1xitem.nuclearcraft.fuel_californium@3
enderio:cold_fire_igniter - 1xitem.item_cold_fire_igniter@0
bewitchment:elder_fence - 3xtile.bewitchment.elder_fence@0
extraanvils:inferiumanvil - 1xtile.extraanvils:inferium_anvil@0
immersiveengineering:metal_decoration/aluminum_scaffolding_slab0 - 6xtile.immersiveengineering.metal_decoration1_slab@5
mysticalworld:silver_block_to_ingot - 9xitem.silver_ingot@0
immersiveengineering:metal_decoration/aluminum_scaffolding_slab2 - 6xtile.immersiveengineering.metal_decoration1_slab@7
nuclearcraft:item.bone_boots_1 - 1xitem.bone_boots@0
immersiveengineering:metal_decoration/aluminum_scaffolding_slab1 - 6xtile.immersiveengineering.metal_decoration1_slab@6
genetics:empty_sequencer - 1xitem.misc@5
forestry:stairs_acacia - 4xtile.for.stairs.acacia@0
nuclearcraft:item.bone_boots_2 - 1xitem.bone_boots@0
jaopca:material_qopwu4 - 4xitem.material@1
bibliocraft:jungle_mapframe - 1xtile.BiblioCraft:MapFrame@3
rftools:booster - 1xtile.rftools.booster@0
botany:weedkiller_moisturenormal_ph0_typeloam - 1xbotany.soil.loam@1
stevescarts:block/galgadorian_block - 1xtile.SC2:BlockMetalStorage@1
nuclearcraft:item.nuclearcraft.fuel_neptunium.hen_236 - 1xitem.nuclearcraft.fuel_neptunium@2
darkutils:monolith_exp - 1xtile.darkutils.monolith@0
industrialforegoing:laser_lens_inverted_15_recolor - 1xitem.industrialforegoing_laser_lens_inverted@15
xreliquary:items/glacial_staff - 1xitem.glacial_staff@0
darkutils:dyed_slime_block_white - 8xtile.darkutils.slime.dyed@0
botany:alkaline_fertiliser_moisturenormal_ph0_typesoil_strength1 - 4xbotany.soil.soil@4
thermalfoundation:dust_petrotheum - 2xitem.thermalfoundation.material@1027
jaopca:material_7ddudg - 6xitem.redstonerepository.material@5
extracells:parts/gasconversionmonitor - 1xitem.extracells.part.base@19
conarm:armorforge_blockvibrantalloy - 1xtile.conarm.armorforge@0
conarm:armorforge_blocksoularium - 1xtile.conarm.armorforge@0
thaumic_arcana:slime_infuse_humanus - 1xitem.thaumic_arcana.infused_slime@25
appliedenergistics2:network/crafting/cpu_crafting_storage_4k - 1xtile.appliedenergistics2.crafting_storage_4k@0
mekanism:roadplasticblock_11_alt - 4xtile.RoadPlasticBlock@11
cookingforblockheads:kitchen_cabinet - 1xtile.cookingforblockheads:cabinet@0
industrialforegoing:sludge_refiner_enderio - 1xtile.industrialforegoing.sludge_refiner@0
techreborn:sapphirechestplate - 1xitem.sapphireChestplate@0
industrialforegoing:lava_fabricator_thermal - 1xtile.industrialforegoing.lava_fabricator@0
complex-logic:lamp/cage_lamp_silver - 1xtile.cage_lamp@0
jaopca:item_gearcocoabutter_brrcag - 1xitem.jaopca.gear@0
randomthings:plate_extraction - 2xtile.plate_extraction@0
industrialforegoing:animal_resource_harvester_mekanism - 1xtile.industrialforegoing.animal_resource_harvester@0
randomthings:ingredient_superlubricenttincture - 4xitem.ingredient@6
embers:ingotsilver_sword - 1xitem.sword_silver@0
botania:wands/twigwand_pink_green - 1xitem.twigWand@0
xnet:wireless_router_rftools - 1xtile.xnet.wireless_router@0
randomthings:superlubricentstone - 8xtile.superlubricentstone@0
rftoolscontrol:workbench - 1xtile.rftoolscontrol.workbench@0
immersiveengineering:blueprints/common_cartridges - 1xitem.immersiveengineering.blueprint@0
industrialforegoing:froster_mekanism - 1xtile.industrialforegoing.froster@0
storagedrawers:basicdrawers_fulldrawers2_jungle - 2xtile.storagedrawers.basicDrawers@1
nuclearcraft:item.simplyjetpacks.fluxpack_eio1_1 - 1xitem.simplyjetpacks.itemFluxpack@1
deepresonance:advanced_pedestal - 1xtile.deepresonance.advanced_pedestal@0
botany:weed_killer - 4xitem.misc@7
mysticalagriculture:electrical_steel_seeds - 1xitem.ma.electrical_steel_seeds@0
jaopca:block_slabtungsten_tf0dk7 - 6xtile.jaopca.slab@0
teslathingies:multi_tank - 1xtile.teslathingies.multi_tank@0
appliedenergistics2:network/cables/dense_smart_green - 8xitem.appliedenergistics2.part@73
nuclearcraft:item.simplyjetpacks.fluxpack_eio1_2 - 1xitem.simplyjetpacks.itemFluxpack@1
nuclearcraft:item.superlubricentboots_2 - 1xitem.superLubricentBoots@0
nuclearcraft:item.item_end_steel_helmet_2 - 1xitem.item_end_steel_helmet@0
nuclearcraft:item.item_end_steel_helmet_1 - 1xitem.item_end_steel_helmet@0
industrialforegoing:villager_trade_exchanger - 1xtile.industrialforegoing.villager_trade_exchanger@0
nuclearcraft:item.superlubricentboots_1 - 1xitem.superLubricentBoots@0
forestry:block_to_tin - 9xitem.for.ingot_tin@0
tg:focus_forest - 1xtile.terra_focus@7
appliedenergistics2:network/cables/dense_covered_lime - 8xitem.appliedenergistics2.part@505
botania:floating_heiseidream - 2xtile.air@15
deepmoblearning:armor_tools/recipe1_sword - 1xitem.deepmoblearning.glitch_infused_sword@0
mekanismtools:goldpaxel - 1xitem.GoldPaxel@0
industrialforegoing:enchantment_extractor_enderio - 1xtile.industrialforegoing.enchantment_extractor@0
botany:mortar_darkkhaki - 4xtile.null@12
integrateddynamics:mechanical_drying_basin - 1xtile.blocks.integrateddynamics.mechanical_drying_basin@0
enderio:crafter - 1xtile.block_crafter@0
botania:wands/twigwand_brown_yellow - 1xitem.twigWand@0
nuclearcraft:item.item_end_steel_helmet_5 - 1xitem.item_end_steel_helmet@0
nuclearcraft:item.item_end_steel_helmet_4 - 1xitem.item_end_steel_helmet@0
pneumaticcraft:drone_interface_cc - 1xtile.drone_interface@0
nuclearcraft:item.item_end_steel_helmet_3 - 1xitem.item_end_steel_helmet@0
thermalfoundation:tool.shovel_steel - 1xitem.thermalfoundation.tool.steelShovel@0
botania:phantom_ink - 2xtile.air@15
ironchest:shulker/blue/silver/iron_silver_shulker_box - 1xtile.IronShulkerBoxblue@4
enderio:dark_steel_upgrade_thaumaturge_boots - 1xitem.item_dark_steel_upgrade@1
mysticalagriculture:silver_seeds - 1xitem.ma.silver_seeds@0
complex-logic:lamp/flat_lamp_silver - 6xtile.flat_lamp@0
cyclicmagic:item.soulstone_1 - 1xitem.soulstone@0
pneumaticcraft:drone_from_logistic_drone - 1xitem.drone@0
enderio:painted_pressure_plate_gold_silent_upgrade - 1xtile.block_painted_pressure_plate@7
immersiveengineering:metal_decoration/steel_wallmount - 4xtile.immersiveengineering.metal_decoration2@1
cyclicmagic:tile.beacon_potion_1 - 1xtile.beacon_potion@0
soot:stairs_caminite_tiles - 4xtile.caminite_tiles_stairs@0
forestry:farm_valve_brick_cracked - 1xtile.for.ffarm@4
industrialforegoing:infinity_drill_0 - 1xitem.industrialforegoing_infinity_drill@0
extratrees:fir_doors - 3xtile.doors.fir@0
environmentaltech:m_resources/kyronite/normal/c_block - 1xtile.environmentaltech.kyronite@0
thermaldynamics:duct_16_10 - 6xtile.thermaldynamics.duct@2
thermaldynamics:duct_16_12 - 6xtile.thermaldynamics.duct@4
thermaldynamics:duct_16_11 - 6xtile.thermaldynamics.duct@3
thermaldynamics:duct_16_14 - 6xtile.thermaldynamics.duct@6
enderio:simple_wired_charger - 1xtile.block_simple_wired_charger@0
plethora:module_sensor_upgrade - 1xitem.plethora.module@3
thermaldynamics:duct_16_13 - 6xtile.thermaldynamics.duct@5
thermaldynamics:duct_16_16 - 6xtile.thermaldynamics.duct@0
thermaldynamics:duct_16_15 - 6xtile.thermaldynamics.duct@7
enderio:conduit_endergy_crystalline - 8xitem.item_endergy_conduit@8
thermaldynamics:duct_16_17 - 6xtile.thermaldynamics.duct@1
extratrees:brazilwood_fireproof_planks - 4xtile.planks.fireproof.1@10
woot:upgrade_bm_le_tank_iii - 1xtile.woot.upgradeb@5
pressure:recipe35 - 1xtile.pressure.check_valve@0
pressure:recipe34 - 1xtile.pressure.router@0
pressure:recipe33 - 1xtile.pressure.sluice@0
pressure:recipe32 - 1xtile.pressure.drain@0
appliedenergistics2:network/cables/dense_smart_cyan - 8xitem.appliedenergistics2.part@69
forestry:planks_sequoia - 4xtile.for.planks.0@7
pressure:recipe38 - 1xtile.pressure.gas_output@0
industrialforegoing:spores_recreator_enderio - 1xtile.industrialforegoing.spores_recreator@0
pressure:recipe37 - 1xtile.pressure.gas_input@0
pressure:recipe36 - 1xtile.pressure.pipe_sensor@0
appliedenergistics2:materials/cardredstone - 1xitem.appliedenergistics2.material@26
pressure:recipe31 - 1xtile.pressure.pump@0
pressure:recipe30 - 1xtile.pressure.water_source@0
crafttweaker:extraanvils-aluminumanvil-remodified - 1xtile.extraanvils:aluminum_anvil@0
mysticalagriculture:core/mystical_machine_frame - 4xtile.ma.mystical_machine_frame@0
extratrees:syzgium_fireproof_slabs - 6xtile.slabs.fireproof.4@2
industrialforegoing:mob_duplicator_thermal - 1xtile.industrialforegoing.mob_duplicator@0
rpsideas:key_cuffs - 2xtile.air@15
tp:wooden_chestplate - 1xitem.wooden_chestplate@0
extendedcrafting:block_of_ender_stars_from - 9xitem.ec.material@40
extratrees:cedar_planks - 4xtile.planks.1@4
enderio:tweak_stick_from_wood - 16xitem.stick@0
techreborn:rubyspade - 1xitem.rubySpade@0
forestry:fireproof_stairs_palm - 4xtile.for.stairs.fireproof.palm@0
mysticalagriculture:crafting_10 - 1xitem.ma.crafting@19
mysticalagriculture:crafting_12 - 1xitem.ma.crafting@21
embers:ingotdawnstone_axe - 1xitem.axe_dawnstone@0
mysticalagriculture:crafting_11 - 1xitem.ma.crafting@20
mekanism:reinforcedplasticblock_5_alt - 4xtile.ReinforcedPlasticBlock@5
randomthings:luminousblock_gray_t - 1xtile.translucentLuminousBlock@7
tconstruct:tools/forge/blockelectricalsteel - 1xtile.tconstruct.toolforge@0
forestry:pipette - 1xitem.for.pipette@0
embers:archaic_circuit - 1xitem.archaic_circuit@0
extratrees:whitebeam_fireproof_planks - 4xtile.planks.fireproof.0@3
industrialforegoing:block_destroyer_mekanism - 1xtile.industrialforegoing.block_destroyer@0
nuclearcraft:item.leggingschain - 1xitem.leggingsChain@0
pressure:recipe19 - 1xtile.pressure.tank_sensor@0
botania:manamirror - 1xitem.manaMirror@1000
pressure:recipe18 - 1xtile.pressure.tank_pressure_output@0
pneumaticcraft:liquid_compressor - 1xtile.liquid_compressor@0
pressure:recipe13 - 1xtile.pressure.tank_fluid_input@0
pressure:recipe12 - 1xtile.pressure.tank_fluid_output_auto@0
pressure:recipe11 - 1xtile.pressure.tank_fluid_access@0
pressure:recipe10 - 1xtile.pressure.tank_fluid_output@0
pressure:recipe17 - 1xtile.pressure.tank_pressure_input@0
pressure:recipe16 - 1xtile.pressure.tank_pressure_output@0
pressure:recipe15 - 1xtile.pressure.tank_pressure_input@0
pressure:recipe14 - 1xtile.pressure.tank_fluid_output@0
storagedrawersextra:extra_drawers_fulldrawers1_forestry_maple - 1xtile.extraDrawers@0
integratedtunnels:part_importer_fluid_item - 1xparttype.parttypes.integratedtunnels.importer_fluid.name@0
mysticalagriculture:inferium_arrow - 12xitem.ma.inferium_arrow@0
techreborn:quantum_tank - 1xtile.techreborn.quantum_tank@0
industrialforegoing:fluiddictionary_converter_enderio - 1xtile.industrialforegoing.fluiddictionary_converter@0
tconstruct:gadgets/slimeboots/slime_boots_magma - 1xitem.tconstruct.slime_boots@4
nuclearcraft:tile.nuclearcraft.solar_panel_du - 1xtile.nuclearcraft.solar_panel_du@0
pressure:recipe29 - 1xtile.pressure.output@0
tp:stone_spear - 1xitem.stone_spear@0
extratrees:rosewood_fireproof_slabs - 6xtile.slabs.fireproof.3@4
pressure:recipe24 - 1xitem.pressure.configurator@0
environmentaltech:m_multiblocks/m_components/m_structurepanel/structure_panel - 1xtile.environmentaltech.structure_panel@0
pressure:recipe23 - 1xtile.pressure.tank_gas_output@0
thaumadditions:phantom_ink.remove - 2xtile.air@15
tp:compressed_4_nether2 - 9xtile.quadruple_compressed_nether_block@0
pressure:recipe22 - 1xtile.pressure.tank_gas_input@0
mekanism:plasticblock_8_alt - 4xtile.PlasticBlock@8
ironchest:shulker/light_blue/iron/copper_iron_shulker_box - 1xtile.IronShulkerBoxlight_blue@0
pressure:recipe21 - 1xtile.pressure.tank_data_port@0
pressure:recipe28 - 1xtile.pressure.input@0
pressure:recipe27 - 6xtile.pressure.pipe@0
appliedenergistics2:decorative/slabs_chiseled_quartz - 6xtile.appliedenergistics2.chiseled_quartz_slab@0
enderio:auto_easy_lookup_for_coloring_enlightened_fused_quartz_with_black - 8xtile.block_enlightened_fused_quartz@15
pressure:recipe26 - 1xitem.pressure.hand_pump@0
pressure:recipe25 - 1xitem.pressure.canister@0
immersiveengineering:conveyors/chute_iron - 12xtile.immersiveengineering.conveyor@0
nuclearcraft:item.bone_chestplate - 1xitem.bone_chestplate@0
extrabotany:recipe_elementiumshield - 1xitem.elementiumshield@0
techreborn:fusion_control_computer - 1xtile.techreborn.fusion_control_computer@0
bibliocraft:oak_table - 1xtile.BiblioCraft:Table@0
mekanism:plasticfence_13_alt - 4xtile.PlasticFence@13
pressure:recipe20 - 1xtile.pressure.tank_interface@0
bibliocraft:acacia_paintingframeborderless - 1xtile.BiblioCraft:PaintingFrameBorderless@4
industrialforegoing:water_resources_collector_enderio - 1xtile.industrialforegoing.water_resources_collector@0
aiotbotania:woodhoe - 1xitem.livingwoodHoe@0
forestry:farm_basic_sandstone_smooth - 1xtile.for.ffarm@0
storagedrawersextra:extra_drawers_fulldrawers4_forestry_palm - 4xtile.extraDrawers@2
ironchest:shulker/silver/gold/iron_gold_shulker_box - 1xtile.IronShulkerBoxsilver@1
woot:upgrade_bm_le_altar_ii - 1xtile.woot.upgradeb@7
thermalexpansion:reservoir_2 - 1xitem.thermalexpansion.reservoir@2
thermalexpansion:reservoir_3 - 1xitem.thermalexpansion.reservoir@3
forestry:arboretum_managed_manual - 1xtile.for.arboretum@0
extratrees:elder_slabs - 6xtile.slabs.2@1
thermalexpansion:reservoir_1 - 1xitem.thermalexpansion.reservoir@1
thermalexpansion:reservoir_6 - 1xitem.thermalexpansion.reservoir@1
mekanism:plasticfence_0_alt - 4xtile.PlasticFence@0
thermalexpansion:reservoir_7 - 1xitem.thermalexpansion.reservoir@2
thermalexpansion:reservoir_4 - 1xitem.thermalexpansion.reservoir@4
thermalexpansion:reservoir_5 - 1xitem.thermalexpansion.reservoir@0
advancedliftingmethods:tile.blowing_elevator - 1xtile.blowing_elevator@0
nuclearcraft:item.bone_boots - 1xitem.bone_boots@0
thermalexpansion:reservoir_8 - 1xitem.thermalexpansion.reservoir@3
mob_grinding_utils:spikes - 1xtile.mob_grinding_utils.spikes@0
thermalexpansion:reservoir_9 - 1xitem.thermalexpansion.reservoir@4
appliedenergistics2:network/cells/storage_components_cell_64k_part - 1xitem.appliedenergistics2.material@38
immersiveengineering:toolupgrades/drill_damage - 1xitem.immersiveengineering.toolupgrade@2
cyclicmagic:item.sign_editor_1 - 8xitem.sign_editor@0
appliedenergistics2:tools/paintballs_brown - 8xitem.appliedenergistics2.paint_ball@12
mysticalagriculture:sky_stone_seeds - 1xitem.ma.sky_stone_seeds@0
techreborn:gem_4 - 9xitem.techreborn.gem@3
techreborn:gem_3 - 9xitem.techreborn.gem@4
techreborn:gem_2 - 9xitem.techreborn.gem@2
techreborn:gem_1 - 9xitem.techreborn.gem@1
stevescarts:module/liquid_cleaner - 1xitem.SC2:unknownmodule@71
thaumcraft:label_fluctus - 1xitem.label@1
thermalfoundation:tool.sickle_nickel - 1xitem.thermalfoundation.tool.nickelSickle@0
cyclicmagic:tile.clock_1 - 1xtile.clock@0
nuclearcraft:item.nuclearcraft.fuel_curium.lec_247_oxide - 1xitem.nuclearcraft.fuel_curium@9
deepmoblearning:data_model/data_model_blank - 1xitem.deepmoblearning.data_model_blank@0
thaumcraft:bannerpurple - 1xtile.banner_purple@0
chiselsandbits:bitsaw_diamond - 1xitem.mod.chiselsandbits.bitsaw_diamond@0
ironchest:shulker/magenta/diamond/gold_diamond_shulker_box - 1xtile.IronShulkerBoxmagenta@2
malisisdoors:trapdoor_jungle - 1xtile.trapdoor_jungle@0
ironchest:shulker/pink/silver/copper_silver_shulker_box - 1xtile.IronShulkerBoxpink@4
mysticalagriculture:menril_berries - 12xitem.items.integrateddynamics.menril_berries@0
nuclearcraft:tile.nuclearcraft.water_source_compact - 1xtile.nuclearcraft.water_source_compact@0
cyclicmagic:item.password_remote_1 - 1xitem.password_remote@0
industrialforegoing:fluid_crafter_mekanism - 1xtile.industrialforegoing.fluid_crafter@0
jaopca:block_walluranium_ufthw8 - 12xtile.jaopca.wall@0
jaopca:block_stairstin_5z6y0o - 8xtile.jaopca.stairs@0
crafttweaker:techreborn-ingot_19-modified - 1xitem.techreborn.ingot@0
botany:mortar_wheat - 4xtile.null@76
agricraft:sprinkler - 1xtile.agricraft:sprinkler@0
draconicevolution:flow_gate - 1xtile.draconicevolution:flow_gate@8
thermalfoundation:tool.shovel_platinum - 1xitem.thermalfoundation.tool.platinumShovel@0
industrialforegoing:black_hole_controller_reworked_thermal - 1xtile.industrialforegoing.black_hole_controller_reworked@0
nuclearcraft:item.thermalfoundation.armor.bronzelegs - 1xitem.thermalfoundation.armor.bronzeLegs@0
