"OreDict Key","ItemStacks"
"orePoorThaumiumOrdo",""
"orePoorThaumiumPerditio",""
"orePoorThaumiumTerra",""
"orePoorThorium",""
"orePoorTin",""
"orePoorTough",""
"orePoorTungsten",""
"orePoorUnsweetenedChocolate",""
"orePoorUranium",""
"orePoorVibrantAlloy",""
"orePoorVividAlloy",""
"orePoorZinc",""
"orePoornull",""
"orePotassium",""
"orePrometheum",""
"oreProsperity","[mysticalagriculture:prosperity_ore@0 - 'Prosperity Ore' - <no NBT>]"
"orePsi",""
"orePulsatingIron",""
"orePyrite","[techreborn:ore@5 - 'Pyrite Ore' - <no NBT>]; [magneticraft:ores@4 - 'Pyrite Ore (Sulfur)' - <no NBT>]"
"orePyrope",""
"oreQuartz","[minecraft:quartz_ore@0 - 'Nether Quartz Ore' - <no NBT>]; [thaumcraft:ore_quartz@0 - 'Quartz Ore' - <no NBT>]; [netherendingores:ore_other_1@0 - 'Overworld Quartz Ore' - <no NBT>]; [netherendingores:ore_other_1@1 - 'End Quartz Ore' - <no NBT>]"
"oreQuartzBlack","[actuallyadditions:block_misc@3 - 'Black Quartz Ore' - <no NBT>]"
"oreQuicksilver",""
"oreRedstone","[minecraft:redstone_ore@0 - 'Redstone Ore' - <no NBT>]; [thermalfoundation:ore_fluid@4 - 'Resonant End Stone' - <no NBT>]"
"oreRedstoneAlloy",""
"oreRefinedGlowstone",""
"oreRefinedObsidian",""
"oreReinforcedPinkSlime",""
"oreResonating","[deepresonance:resonating_ore@0 - 'Resonating Ore' - <no NBT>]"
"oreRoseQuartz",""
"oreRubracium",""
"oreRuby","[techreborn:ore@2 - 'Ruby Ore' - <no NBT>]"
"oreRutile",""
"oreSalt","[bewitchment:salt_ore@0 - 'Salt Ore' - <no NBT>]"
"oreSaltpeter",""
"oreSanguinite",""
"oreSapphire","[techreborn:ore@3 - 'Sapphire Ore' - <no NBT>]"
"oreShade","[tg:ore_shade@0 - 'Shaded Ore' - <no NBT>]"
"oreShadowIron",""
"oreSheldonite","[techreborn:ore@9 - 'Sheldonite Ore' - <no NBT>]"
"oreSignalum",""
"oreSilicon",""
"oreSilver","[thermalfoundation:ore@2 - 'Silver Ore' - <no NBT>]; [magneticraft:ores@1 - 'Galena Ore (Lead)' - <no NBT>]"
"oreSodalite","[techreborn:ore@11 - 'Sodalite Ore' - <no NBT>]"
"oreSodium",""
"oreSoularium",""
"oreSphalerite","[techreborn:ore@7 - 'Sphalerite Ore' - <no NBT>]"
"oreSpinel",""
"oreSteel",""
"oreStellarAlloy",""
"oreStygianIron","[woot:stygianironore@0 - 'Stygian Iron Ore' - <no NBT>]"
"oreSulfur","[magneticraft:ores@4 - 'Pyrite Ore (Sulfur)' - <no NBT>]"
"oreSulphur","[magneticraft:ores@4 - 'Pyrite Ore (Sulfur)' - <no NBT>]"
"oreSunstone",""
"oreTanzanite",""
"oreTektite",""
"oreTerrasteel",""
"oreThaumium",""
"oreThaumiumAer",""
"oreThaumiumAqua",""
"oreThaumiumIgnis",""
"oreThaumiumOrdo",""
"oreThaumiumPerditio",""
"oreThaumiumTerra",""
"oreThorium","[nuclearcraft:ore@3 - 'Thorium Ore' - <no NBT>]"
"oreTin","[thermalfoundation:ore@1 - 'Tin Ore' - <no NBT>]"
"oreTitanium",""
"oreTitaniumIron",""
"oreTopaz",""
"oreTough",""
"oreTritanium",""
"oreTungsten","[techreborn:ore@8 - 'Tungsten Ore' - <no NBT>]; [magneticraft:ores@3 - 'Wolframite Ore (Tungsten)' - <no NBT>]"
"oreTurquoise",""
"oreUnsweetenedChocolate",""
"oreUranium","[nuclearcraft:ore@4 - 'Uranium Ore' - <no NBT>]"
"oreVibrantAlloy",""
"oreVioletSapphire",""
"oreVividAlloy",""
"oreVulcanite",""
"oreVyroxeres",""
"oreWaterBlock","[tp:water_block@0 - 'Water Source Stone' - <no NBT>]"
"oreWub",""
"oreWubOre",""
"oreXen","[xencraft:xen_ore@0 - 'Xen Ore' - <no NBT>]"
"oreYellorite","[bigreactors:oreyellorite@0 - 'Yellorite Ore' - <no NBT>]"
"oreYellorium","[bigreactors:oreyellorite@0 - 'Yellorite Ore' - <no NBT>]"
"oreZinc",""
"oreZircon",""
"orenull",""
"paneGlass","[minecraft:glass_pane@0 - 'Glass Pane' - <no NBT>]; [minecraft:stained_glass_pane@32767 - '(WILDCARD)' - <no NBT>]"
"paneGlassBlack","[minecraft:stained_glass_pane@15 - 'Black Stained Glass Pane' - <no NBT>]"
"paneGlassBlue","[minecraft:stained_glass_pane@11 - 'Blue Stained Glass Pane' - <no NBT>]"
"paneGlassBrown","[minecraft:stained_glass_pane@12 - 'Brown Stained Glass Pane' - <no NBT>]"
"paneGlassColorless","[minecraft:glass_pane@0 - 'Glass Pane' - <no NBT>]"
"paneGlassCyan","[minecraft:stained_glass_pane@9 - 'Cyan Stained Glass Pane' - <no NBT>]"
"paneGlassGray","[minecraft:stained_glass_pane@7 - 'Gray Stained Glass Pane' - <no NBT>]"
"paneGlassGreen","[minecraft:stained_glass_pane@13 - 'Green Stained Glass Pane' - <no NBT>]"
"paneGlassLightBlue","[minecraft:stained_glass_pane@3 - 'Light Blue Stained Glass Pane' - <no NBT>]"
"paneGlassLightGray","[minecraft:stained_glass_pane@8 - 'Light Gray Stained Glass Pane' - <no NBT>]"
"paneGlassLime","[minecraft:stained_glass_pane@5 - 'Lime Stained Glass Pane' - <no NBT>]"
"paneGlassMagenta","[minecraft:stained_glass_pane@2 - 'Magenta Stained Glass Pane' - <no NBT>]"
"paneGlassOrange","[minecraft:stained_glass_pane@1 - 'Orange Stained Glass Pane' - <no NBT>]"
"paneGlassPink","[minecraft:stained_glass_pane@6 - 'Pink Stained Glass Pane' - <no NBT>]"
"paneGlassPurple","[minecraft:stained_glass_pane@10 - 'Purple Stained Glass Pane' - <no NBT>]"
"paneGlassRed","[minecraft:stained_glass_pane@14 - 'Red Stained Glass Pane' - <no NBT>]"
"paneGlassWhite","[minecraft:stained_glass_pane@0 - 'White Stained Glass Pane' - <no NBT>]"
"paneGlassYellow","[minecraft:stained_glass_pane@4 - 'Yellow Stained Glass Pane' - <no NBT>]"
"paper","[minecraft:paper@0 - 'Paper' - <no NBT>]"
"paperBlack","[enderio:item_material@77 - 'Black Paper' - <no NBT>]"
"partBinding","[tconstruct:binding@32767 - '(WILDCARD)' - <no NBT>]"
"partPickHead","[tconstruct:pick_head@32767 - '(WILDCARD)' - <no NBT>]"
"partToolRod","[tconstruct:tool_rod@32767 - '(WILDCARD)' - <no NBT>]"
"particleCustomizer","[simplyjetpacks:metaitem@0 - 'Particle Customizer (Default)' - <no NBT>]; [simplyjetpacks:metaitem@1 - 'Particle Customizer (None)' - <no NBT>]; [simplyjetpacks:metaitem@2 - 'Particle Customizer (Smoke Only)' - <no NBT>]; [simplyjetpacks:metaitem@3 - 'Particle Customizer (Rainbow Smoke)' - <no NBT>]"
"pattern","[tconstruct:pattern@32767 - '(WILDCARD)' - <no NBT>]"
"pearlEnderEye","[minecraft:ender_eye@0 - 'Eye of Ender' - <no NBT>]"
"pearlFluix","[appliedenergistics2:material@9 - 'Fluix Pearl' - <no NBT>]"
"pebble","[botania:manaresource@21 - 'Pebble' - <no NBT>]"
"pestleAndMortar","[botania:pestleandmortar@0 - 'Pestle and Mortar' - <no NBT>]; [thaumicbases:mortar@0 - 'Pestle And Mortar' - <no NBT>]"
"petalBlack","[botania:petal@15 - 'Mystical Black Petal' - <no NBT>]; [botania:mushroom@15 - 'Black Shimmering Mushroom' - <no NBT>]"
"petalBlue","[botania:petal@11 - 'Mystical Blue Petal' - <no NBT>]; [botania:mushroom@11 - 'Blue Shimmering Mushroom' - <no NBT>]"
"petalBrown","[botania:petal@12 - 'Mystical Brown Petal' - <no NBT>]; [botania:mushroom@12 - 'Brown Shimmering Mushroom' - <no NBT>]"
"petalCyan","[botania:petal@9 - 'Mystical Cyan Petal' - <no NBT>]; [botania:mushroom@9 - 'Cyan Shimmering Mushroom' - <no NBT>]"
"petalGray","[botania:petal@7 - 'Mystical Gray Petal' - <no NBT>]; [botania:mushroom@7 - 'Gray Shimmering Mushroom' - <no NBT>]"
"petalGreen","[botania:petal@13 - 'Mystical Green Petal' - <no NBT>]; [botania:mushroom@13 - 'Green Shimmering Mushroom' - <no NBT>]"
"petalLightBlue","[botania:petal@3 - 'Mystical Light Blue Petal' - <no NBT>]; [botania:mushroom@3 - 'Light Blue Shimmering Mushroom' - <no NBT>]"
"petalLightGray","[botania:petal@8 - 'Mystical Light Gray Petal' - <no NBT>]; [botania:mushroom@8 - 'Light Gray Shimmering Mushroom' - <no NBT>]"
"petalLime","[botania:petal@5 - 'Mystical Lime Petal' - <no NBT>]; [botania:mushroom@5 - 'Lime Shimmering Mushroom' - <no NBT>]"
"petalMagenta","[botania:petal@2 - 'Mystical Magenta Petal' - <no NBT>]; [botania:mushroom@2 - 'Magenta Shimmering Mushroom' - <no NBT>]"
"petalOrange","[botania:petal@1 - 'Mystical Orange Petal' - <no NBT>]; [botania:mushroom@1 - 'Orange Shimmering Mushroom' - <no NBT>]"
"petalPink","[botania:petal@6 - 'Mystical Pink Petal' - <no NBT>]; [botania:mushroom@6 - 'Pink Shimmering Mushroom' - <no NBT>]"
"petalPurple","[botania:petal@10 - 'Mystical Purple Petal' - <no NBT>]; [botania:mushroom@10 - 'Purple Shimmering Mushroom' - <no NBT>]"
"petalRed","[botania:petal@14 - 'Mystical Red Petal' - <no NBT>]; [botania:mushroom@14 - 'Red Shimmering Mushroom' - <no NBT>]"
"petalWhite","[botania:petal@0 - 'Mystical White Petal' - <no NBT>]; [botania:mushroom@0 - 'White Shimmering Mushroom' - <no NBT>]"
"petalYellow","[botania:petal@4 - 'Mystical Yellow Petal' - <no NBT>]; [botania:mushroom@4 - 'Yellow Shimmering Mushroom' - <no NBT>]"
"pigment","[botany:pigment@0 - 'Aquamarine Pigment' - <no NBT>]"
"pinchSalt","[bewitchment:salt@0 - 'Salt' - <no NBT>]"
"pistonStickyBase",""
"plankCalico","[naturalpledge:calico_planks@32767 - '(WILDCARD)' - <no NBT>]"
"plankCircuit","[naturalpledge:circuit_planks@32767 - '(WILDCARD)' - <no NBT>]"
"plankGreatwood","[thaumcraft:plank_greatwood@0 - 'Greatwood Planks' - <no NBT>]"
"plankRubber","[techreborn:rubber_planks@32767 - '(WILDCARD)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_techreborn_rubber_planks_0@0 - 'Rubber Wood Planks' - <no NBT>]"
"plankSeal","[naturalpledge:seal_planks@32767 - '(WILDCARD)' - <no NBT>]"
"plankThunder","[naturalpledge:thunder_planks@32767 - '(WILDCARD)' - <no NBT>]"
"plankTreatedWood","[immersiveengineering:treated_wood@32767 - '(WILDCARD)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_immersiveengineering_treated_wood_0@0 - 'Treated Wood Planks' - <no NBT>]"
