"Class","Registry name","Ticking?"
"net.bdew.generators.modules.itemOutput.TileItemOutput","advgenerators:item_output","yes"
"net.bdew.generators.modules.mixingChamber.TileMixingChamber","advgenerators:mixing_chamber","-"
"net.bdew.generators.modules.powerCapacitor.TilePowerCapacitor","minecraft:advgenerators.powercapacitor","-"
"net.bdew.generators.modules.pressure.TilePressureInput","advgenerators:pressure_input","-"
"net.bdew.generators.modules.pressure.TilePressureOutput","advgenerators:pressure_output_select","yes"
"net.bdew.generators.modules.rfOutput.TileRfOutput","advgenerators:rf_output","yes"
"net.bdew.generators.modules.sensor.TileSensor","advgenerators:sensor","yes"
"net.bdew.generators.modules.teslaOutput.TileTeslaOutput","advgenerators:tesla_output","yes"
"net.bdew.generators.modules.turbine.TileTurbine","minecraft:advgenerators.turbine","-"
"net.bdew.pressure.blocks.drain.TileDrain","pressure:drain","yes"
"net.bdew.pressure.blocks.drain.TileSluice","pressure:sluice","yes"
"net.bdew.pressure.blocks.gas.TilePressureGasInput","pressure:gas_input","yes"
"net.bdew.pressure.blocks.gas.TilePressureGasOutput","pressure:gas_output","-"
"net.bdew.pressure.blocks.gas.TileTankGasInput","pressure:tank_gas_input","-"
"net.bdew.pressure.blocks.gas.TileTankGasOutput","pressure:tank_gas_output","yes"
"net.bdew.pressure.blocks.input.TileInput","pressure:input","yes"
"net.bdew.pressure.blocks.output.TileOutput","pressure:output","-"
"net.bdew.pressure.blocks.pump.TilePump","pressure:pump","yes"
"net.bdew.pressure.blocks.router.TileRouter","pressure:router","yes"
"net.bdew.pressure.blocks.source.TileCreativeSource","pressure:creative_source","-"
"net.bdew.pressure.blocks.source.TileWaterSource","pressure:water_source","-"
"net.bdew.pressure.blocks.tank.blocks.TileDataPort","pressure:tank_data_port","-"
"net.bdew.pressure.blocks.tank.blocks.TileFluidAccess","pressure:tank_fluid_access","-"
"net.bdew.pressure.blocks.tank.blocks.TileFluidAutoOutput","pressure:tank_fluid_output_auto","yes"
"net.bdew.pressure.blocks.tank.blocks.TileFluidInput","pressure:tank_fluid_input","-"
"net.bdew.pressure.blocks.tank.blocks.TileFluidOutput","pressure:tank_fluid_output","yes"
"net.bdew.pressure.blocks.tank.blocks.TilePressureInput","pressure:tank_pressure_input","-"
"net.bdew.pressure.blocks.tank.blocks.TilePressureOutput","pressure:tank_pressure_output","yes"
"net.bdew.pressure.blocks.tank.blocks.TileTankBlock","pressure:tank_block","-"
"net.bdew.pressure.blocks.tank.blocks.TileTankFilter","pressure:tank_filter","-"
"net.bdew.pressure.blocks.tank.blocks.TileTankIndicator","pressure:tank_indicator","-"
"net.bdew.pressure.blocks.tank.blocks.TileTankInterface","pressure:tank_interface","-"
"net.bdew.pressure.blocks.tank.controller.TileTankController","pressure:tank_controller","yes"
"net.bdew.pressure.blocks.tank.sensor.TileSensor","pressure:tank_sensor","yes"
"net.bdew.pressure.blocks.valves.check.TileCheckValve","pressure:check_valve","-"
"net.bdew.pressure.blocks.valves.sensor.TilePipeSensor","pressure:pipe_sensor","yes"
"net.blay09.mods.cookingforblockheads.tile.TileCabinet","cookingforblockheads:cabinet","yes"
"net.blay09.mods.cookingforblockheads.tile.TileCookingTable","cookingforblockheads:cooking_table","-"
"net.blay09.mods.cookingforblockheads.tile.TileCorner","cookingforblockheads:corner","-"
"net.blay09.mods.cookingforblockheads.tile.TileCounter","cookingforblockheads:counter","yes"
"net.blay09.mods.cookingforblockheads.tile.TileCowJar","cookingforblockheads:cow_jar","yes"
"net.blay09.mods.cookingforblockheads.tile.TileCuttingBoard","cookingforblockheads:cutting_board","-"
"net.blay09.mods.cookingforblockheads.tile.TileFridge","cookingforblockheads:fridge","yes"
"net.blay09.mods.cookingforblockheads.tile.TileFruitBasket","cookingforblockheads:fruit_basket","-"
"net.blay09.mods.cookingforblockheads.tile.TileMilkJar","cookingforblockheads:milk_jar","-"
"net.blay09.mods.cookingforblockheads.tile.TileOven","cookingforblockheads:oven","yes"
"net.blay09.mods.cookingforblockheads.tile.TileSink","cookingforblockheads:sink","-"
"net.blay09.mods.cookingforblockheads.tile.TileSpiceRack","cookingforblockheads:spice_rack","-"
"net.blay09.mods.cookingforblockheads.tile.TileToaster","cookingforblockheads:toaster","yes"
"net.blay09.mods.cookingforblockheads.tile.TileToolRack","cookingforblockheads:tool_rack","-"
"net.darkhax.darkutils.features.antislime.TileEntityAntiSlime","minecraft:anti_slime","-"
"net.darkhax.darkutils.features.enderhopper.TileEntityEnderHopper","minecraft:ender_hopper","yes"
"net.darkhax.darkutils.features.endertether.TileEntityEnderTether","minecraft:ender_tether","-"
"net.darkhax.darkutils.features.monolith.TileEntityMonolithEXP","minecraft:monolith_exp","yes"
"net.darkhax.darkutils.features.monolith.TileEntityMonolithSpawning","minecraft:monolith_spawning","yes"
"net.darkhax.darkutils.features.sneaky.TileEntitySneaky","minecraft:sneaky","-"
"net.darkhax.darkutils.features.timer.TileEntityTimer","minecraft:timer","yes"
"net.malisis.doors.bigdoors.Door3x3Tile","minecraft:door3x3","yes"
"net.malisis.doors.tileentity.BigDoorTileEntity","minecraft:bigdoortileentity","yes"
"net.malisis.doors.tileentity.CustomDoorTileEntity","minecraft:customdoortileentity","yes"
"net.malisis.doors.tileentity.DoorFactoryTileEntity","minecraft:doorfactorytileentity","-"
"net.malisis.doors.tileentity.DoorTileEntity","minecraft:doortileentity","yes"
"net.malisis.doors.tileentity.FenceGateTileEntity","minecraft:fencegatetileentity","yes"
"net.malisis.doors.tileentity.ForcefieldTileEntity","minecraft:forcefieldtileentity","-"
"net.malisis.doors.tileentity.GarageDoorTileEntity","minecraft:garagedoortileentity","yes"
"net.malisis.doors.tileentity.RustyHatchTileEntity","minecraft:rustyhatchtileentity","yes"
"net.malisis.doors.tileentity.SaloonDoorTileEntity","minecraft:saloondoortileentity","yes"
"net.malisis.doors.tileentity.TrapDoorTileEntity","minecraft:trapdoortileentity","yes"
"net.malisis.doors.tileentity.VerticalHatchTileEntity","minecraft:verticalhatchtileentity","yes"
"net.minecraft.block.BlockJukebox$TileEntityJukebox","minecraft:jukebox","-"
"net.minecraft.tileentity.TileEntityBanner","minecraft:banner","-"
"net.minecraft.tileentity.TileEntityBeacon","minecraft:beacon","yes"
"net.minecraft.tileentity.TileEntityBed","minecraft:bed","-"
"net.minecraft.tileentity.TileEntityBrewingStand","minecraft:brewing_stand","yes"
"net.minecraft.tileentity.TileEntityChest","minecraft:chest","yes"
"net.minecraft.tileentity.TileEntityCommandBlock","minecraft:command_block","-"
"net.minecraft.tileentity.TileEntityComparator","minecraft:comparator","-"
"net.minecraft.tileentity.TileEntityDaylightDetector","minecraft:daylight_detector","yes"
"net.minecraft.tileentity.TileEntityDispenser","minecraft:dispenser","-"
"net.minecraft.tileentity.TileEntityDropper","minecraft:dropper","-"
"net.minecraft.tileentity.TileEntityEnchantmentTable","minecraft:enchanting_table","yes"
"net.minecraft.tileentity.TileEntityEndGateway","minecraft:end_gateway","yes"
"net.minecraft.tileentity.TileEntityEndPortal","minecraft:end_portal","-"
"net.minecraft.tileentity.TileEntityEnderChest","minecraft:ender_chest","yes"
"net.minecraft.tileentity.TileEntityFlowerPot","minecraft:flower_pot","-"
"net.minecraft.tileentity.TileEntityNote","minecraft:noteblock","-"
"net.minecraft.tileentity.TileEntityPiston","minecraft:piston","yes"
"net.minecraft.tileentity.TileEntityShulkerBox","minecraft:shulker_box","yes"
"net.minecraft.tileentity.TileEntitySign","minecraft:sign","-"
"net.minecraft.tileentity.TileEntitySkull","minecraft:skull","yes"
"net.minecraft.tileentity.TileEntityStructure","minecraft:structure_block","-"
"net.ndrei.teslapoweredthingies.machines.animalfarm.AnimalFarmEntity","teslathingies:animal_farm_tile","yes"
"net.ndrei.teslapoweredthingies.machines.animalgym.AnimalGymEntity","teslathingies:animal_gym_tile","yes"
"net.ndrei.teslapoweredthingies.machines.animalreleaser.AnimalReleaserEntity","teslathingies:animal_releaser_tile","yes"
"net.ndrei.teslapoweredthingies.machines.compoundmaker.CompoundMakerEntity","teslathingies:compound_maker_tile","yes"
"net.ndrei.teslapoweredthingies.machines.cropcloner.CropClonerEntity","teslathingies:crop_cloner_tile","yes"
"net.ndrei.teslapoweredthingies.machines.cropfarm.CropFarmEntity","teslathingies:crop_farm_tile","yes"
"net.ndrei.teslapoweredthingies.machines.electricbutcher.ElectricButcherEntity","teslathingies:electric_butcher_tile","yes"
"net.ndrei.teslapoweredthingies.machines.fluidburner.FluidBurnerEntity","teslathingies:fluid_burner_tile","yes"
"net.ndrei.teslapoweredthingies.machines.fluidsolidifier.FluidSolidifierEntity","teslathingies:fluid_solidifier_tile","yes"
"net.ndrei.teslapoweredthingies.machines.incinerator.IncineratorEntity","teslathingies:incinerator_tile","yes"
"net.ndrei.teslapoweredthingies.machines.itemcompoundproducer.FluidCompoundProducerEntity","teslathingies:fluid_compound_producer_tile","yes"
"net.ndrei.teslapoweredthingies.machines.itemcompoundproducer.ItemCompoundProducerEntity","teslathingies:item_compound_producer_tile","yes"
"net.ndrei.teslapoweredthingies.machines.itemliquefier.ItemLiquefierEntity","teslathingies:item_liquefier_tile","yes"
"net.ndrei.teslapoweredthingies.machines.liquidxpstorage.LiquidXPStorageEntity","teslathingies:liquidxp_storage_tile","yes"
"net.ndrei.teslapoweredthingies.machines.miscfarmer.MiscFarmerEntity","teslathingies:misc_farmer_tile","yes"
"net.ndrei.teslapoweredthingies.machines.portablemultitank.MultiTankEntity","teslathingies:multi_tank_tile","yes"
"net.ndrei.teslapoweredthingies.machines.portabletank.SimpleTankEntity","teslathingies:simple_tank_tile","yes"
"net.ndrei.teslapoweredthingies.machines.powdermaker.PowderMakerEntity","teslathingies:powder_maker_tile","yes"
"net.ndrei.teslapoweredthingies.machines.poweredkiln.PoweredKilnEntity","teslathingies:powered_kiln_tile","yes"
"net.ndrei.teslapoweredthingies.machines.pump.PumpEntity","teslathingies:pump_tile","yes"
"net.ndrei.teslapoweredthingies.machines.sewer.SewerEntity","teslathingies:sewer_tile","yes"
"net.ndrei.teslapoweredthingies.machines.treefarm.TreeFarmEntity","teslathingies:tree_farm_tile","yes"
"net.samtrion.compactdrawers.tile.TileEntityCompactDrawer2By1","compactdrawers:compact_drawer_2by1","-"
"net.samtrion.compactdrawers.tile.TileEntityCompactDrawer2By1Half","compactdrawers:compact_drawer_2by1_half","-"
"net.samtrion.compactdrawers.tile.TileEntityCompactDrawerHalf","compactdrawers:compact_drawer_half","-"
"net.xalcon.torchmaster.common.tiles.TileEntityFeralFlareLantern","torchmaster:feral_flare_lantern","yes"
"net.xalcon.torchmaster.common.tiles.TileEntityMegaTorch","torchmaster:mega_torch","yes"
"net.xalcon.torchmaster.common.tiles.TileEntityTerrainLighter","torchmaster:terrain_lighter","yes"
"org.cyclops.integrateddynamics.core.tileentity.TileMultipartTicking","integrateddynamics:cable","yes"
"org.cyclops.integrateddynamics.tileentity.TileCoalGenerator","integrateddynamics:coal_generator","yes"
"org.cyclops.integrateddynamics.tileentity.TileDelay","integrateddynamics:delay","yes"
"org.cyclops.integrateddynamics.tileentity.TileDryingBasin","integrateddynamics:drying_basin","yes"
"org.cyclops.integrateddynamics.tileentity.TileEnergyBattery","integrateddynamics:energy_battery","yes"
"org.cyclops.integrateddynamics.tileentity.TileMaterializer","integrateddynamics:materializer","yes"
"org.cyclops.integrateddynamics.tileentity.TileMechanicalDryingBasin","integrateddynamics:mechanical_drying_basin","yes"
"org.cyclops.integrateddynamics.tileentity.TileMechanicalSqueezer","integrateddynamics:mechanical_squeezer","yes"
"org.cyclops.integrateddynamics.tileentity.TileProxy","integrateddynamics:proxy","yes"
"org.cyclops.integrateddynamics.tileentity.TileSqueezer","integrateddynamics:squeezer","yes"
"org.cyclops.integrateddynamics.tileentity.TileVariablestore","integrateddynamics:variablestore","yes"
"org.dave.compactmachines3.tile.TileEntityCraftingHologram","minecraft:tileentitycraftinghologram","yes"
"org.dave.compactmachines3.tile.TileEntityFieldProjector","minecraft:tileentityfieldprojector","yes"
"org.dave.compactmachines3.tile.TileEntityMachine","minecraft:tileentitymachine","yes"
"org.dave.compactmachines3.tile.TileEntityRedstoneTunnel","minecraft:tileentityredstonetunnel","yes"
"org.dave.compactmachines3.tile.TileEntityTunnel","minecraft:tileentitytunnel","yes"
"org.dave.ocsensors.sensor.TileEntitySensor","minecraft:tileentitysensor","yes"
"org.squiddev.plethora.gameplay.modules.TileManipulator","plethora:manipulator","yes"
"org.squiddev.plethora.gameplay.redstone.TileRedstoneIntegrator","plethora:redstone_integrator","-"
"p455w0rd.sct.blocks.tiles.TileSCT","sct:sct:stone_crafting_table","-"
"pcl.openlights.tileentity.OpenLightTE","openlights:openlightte","-"
"pcl.openprinter.tileentity.FileCabinetTE","minecraft:filecabinette","-"
"pcl.openprinter.tileentity.PrinterTE","minecraft:printerte","yes"
"pcl.openprinter.tileentity.ShredderTE","minecraft:shredderte","yes"
"pcl.opensecurity.common.tileentity.TileEntityAlarm","opensecurity:alarm","yes"
"pcl.opensecurity.common.tileentity.TileEntityBiometricReader","opensecurity:biometric_reader","yes"
"pcl.opensecurity.common.tileentity.TileEntityCardWriter","opensecurity:card_writer","yes"
"pcl.opensecurity.common.tileentity.TileEntityDataBlock","opensecurity:data_block","yes"
"pcl.opensecurity.common.tileentity.TileEntityDoorController","opensecurity:door_controller","yes"
"pcl.opensecurity.common.tileentity.TileEntityEnergyTurret","opensecurity:energy_turret","yes"
"pcl.opensecurity.common.tileentity.TileEntityEntityDetector","opensecurity:entity_detector","yes"
"pcl.opensecurity.common.tileentity.TileEntityKeypad","opensecurity:keypad","yes"
"pcl.opensecurity.common.tileentity.TileEntityMagReader","opensecurity:mag_reader","yes"
"pcl.opensecurity.common.tileentity.TileEntityNanoFog","opensecurity:nanofog","-"
"pcl.opensecurity.common.tileentity.TileEntityNanoFogTerminal","opensecurity:nanofog_terminal","yes"
"pcl.opensecurity.common.tileentity.TileEntityRFIDReader","opensecurity:rfid_reader","yes"
"pcl.opensecurity.common.tileentity.TileEntityRolldoor","opensecurity:rolldoor","yes"
"pcl.opensecurity.common.tileentity.TileEntityRolldoorController","opensecurity:rolldoor_controller","yes"
"pcl.opensecurity.common.tileentity.TileEntityRolldoorElement","opensecurity:rolldoor_element","-"
"pcl.opensecurity.common.tileentity.TileEntitySecureDoor","opensecurity:secure_door","yes"
"pcl.opensecurity.common.tileentity.TileEntitySecurityTerminal","opensecurity:security_terminal","yes"
"pl.asie.charset.lib.wires.TileWire","charset:wire","-"
"pl.asie.charset.lib.wires.TileWire$Tickable","charset:wire.tickable","yes"
"pl.asie.foamfix.common.TileEntityFasterHopper","minecraft:hopper","yes"
"pl.asie.preston.container.TileCompressedBlock","preston:compressed_block","-"
"pl.asie.preston.machine.TileCompressor","preston:compressor","yes"
"pl.asie.simplelogic.gates.PartGate","charset:logic_gate","yes"
"quaternary.botaniatweaks.modules.avaritia.tile.TileDireCraftyCrate","botania_tweaks:dire_crafty_crate","yes"
"quaternary.botaniatweaks.modules.botania.tile.TileCompressedTinyPotato","botania_tweaks:compressed_tiny_potato","yes"
"quaternary.botaniatweaks.modules.botania.tile.TileCustomAgglomerationPlate","botania_tweaks:custom_agglomeration_plate","yes"
"quaternary.botaniatweaks.modules.botania.tile.TileCustomCraftyCrate","botania_tweaks:custom_crafty_crate","yes"
"quaternary.botaniatweaks.modules.botania.tile.TileNerfedManaFluxfield","botania_tweaks:tweaked_fluxfield","yes"
"quaternary.botaniatweaks.modules.extendedcrafting.tile.AbstractTileExtCraftCrate$Advanced","botania_tweaks:adv_ext_crafty_crate","yes"
"quaternary.botaniatweaks.modules.extendedcrafting.tile.AbstractTileExtCraftCrate$Basic","botania_tweaks:basic_ext_crafty_crate","yes"
"quaternary.botaniatweaks.modules.extendedcrafting.tile.AbstractTileExtCraftCrate$Elite","botania_tweaks:elite_ext_crafty_crate","yes"
"quaternary.botaniatweaks.modules.extendedcrafting.tile.AbstractTileExtCraftCrate$Ultimate","botania_tweaks:ult_ext_crafty_crate","yes"
"quaternary.incorporeal.feature.corporetics.tile.TileCorporeaSolidifier","incorporeal:solidifier","-"
"quaternary.incorporeal.feature.corporetics.tile.TileCorporeaSparkTinkerer","incorporeal:corporea_tinkerer","-"
"quaternary.incorporeal.feature.corporetics.tile.TileRedStringLiar","incorporeal:red_string_liar","yes"
"quaternary.incorporeal.feature.cygnusnetwork.tile.TileCygnusCrystalCube","incorporeal:cygnus_crystal_cube","yes"
"quaternary.incorporeal.feature.cygnusnetwork.tile.TileCygnusFunnel","incorporeal:cygnus_funnel","yes"
"quaternary.incorporeal.feature.cygnusnetwork.tile.TileCygnusRetainer","incorporeal:cygnus_retainer","-"
"quaternary.incorporeal.feature.cygnusnetwork.tile.TileCygnusWord","incorporeal:cygnus_word","-"
"quaternary.incorporeal.feature.decorative.tile.TileSpiritShrineExt","incorporeal:forgotten_shrine","yes"
"quaternary.incorporeal.feature.decorative.tile.TileUnstableCube","incorporeal:unstable_cube","yes"
"quaternary.incorporeal.feature.soulcores.tile.TileCorporeaSoulCore","incorporeal:corporea_soul_core","yes"
"quaternary.incorporeal.feature.soulcores.tile.TileEnderSoulCore","incorporeal:ender_soul_core","yes"
"quaternary.incorporeal.feature.soulcores.tile.TilePotionSoulCore","incorporeal:potion_soul_core","yes"
"quaternary.simpletrophies.common.tile.TileSimpleTrophy","simple_trophies:trophy","-"
"reborncore.common.tile.TileLegacyMachineBase","techreborn:machine_base","yes"
"requious.tile.TileEntityAssembly","requious:assembly","yes"
"requious.tile.TileEntityFluidEmitter","requious:fluid_emitter","yes"
"requious.tile.TileEntityRedEmitter","requious:red_emitter","yes"
"romelo333.notenoughwands.blocks.LightTE","minecraft:lighttileentity","-"
"ru.socol.advancedliftingmethods.tile.TileEntityBlowingElevator","advancedliftingmethods:blowing_elevator","yes"
"shadows.ench.altar.TilePrismaticAltar","apotheosis:prismatic_altar","yes"
"shadows.ench.anvil.TileAnvil","apotheosis:anvil","-"
"shadows.fastfurnace.block.TileFastFurnace","minecraft:furnace","yes"
"shadows.spawn.TileSpawnerExt","minecraft:mob_spawner","yes"
"slimeknights.tconstruct.gadgets.tileentity.TileDryingRack","minecraft:tconstruct.drying_rack","yes"
"slimeknights.tconstruct.gadgets.tileentity.TileItemRack","minecraft:tconstruct.item_rack","-"
"slimeknights.tconstruct.gadgets.tileentity.TileSlimeChannel","minecraft:tconstruct.slime_channel","-"
"slimeknights.tconstruct.gadgets.tileentity.TileWoodenHopper","minecraft:tconstruct.wooden_hopper","yes"
"slimeknights.tconstruct.shared.tileentity.TileTable","minecraft:tconstruct.table","-"
"slimeknights.tconstruct.smeltery.tileentity.TileCastingBasin","minecraft:tconstruct.casting_basin","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileCastingTable","minecraft:tconstruct.casting_table","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileChannel","minecraft:tconstruct.channel","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileDrain","minecraft:tconstruct.smeltery_drain","-"
"slimeknights.tconstruct.smeltery.tileentity.TileFaucet","minecraft:tconstruct.faucet","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileSearedFurnace","minecraft:tconstruct.seared_furnace","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileSmeltery","minecraft:tconstruct.smeltery_controller","yes"
"slimeknights.tconstruct.smeltery.tileentity.TileSmelteryComponent","minecraft:tconstruct.smeltery_component","-"
"slimeknights.tconstruct.smeltery.tileentity.TileTank","minecraft:tconstruct.tank","-"
"slimeknights.tconstruct.smeltery.tileentity.TileTinkerTank","minecraft:tconstruct.tinker_tank","yes"
"slimeknights.tconstruct.tools.common.tileentity.TileCraftingStation","minecraft:tconstruct.craftingstation","-"
"slimeknights.tconstruct.tools.common.tileentity.TilePartBuilder","minecraft:tconstruct.partbuilder","-"
"slimeknights.tconstruct.tools.common.tileentity.TilePartChest","minecraft:tconstruct.partchest","-"
"slimeknights.tconstruct.tools.common.tileentity.TilePatternChest","minecraft:tconstruct.patternchest","-"
"slimeknights.tconstruct.tools.common.tileentity.TileStencilTable","minecraft:tconstruct.stenciltable","-"
"slimeknights.tconstruct.tools.common.tileentity.TileToolForge","minecraft:tconstruct.toolforge","-"
"slimeknights.tconstruct.tools.common.tileentity.TileToolStation","minecraft:tconstruct.toolstation","-"
"sonar.flux.common.tileentity.TileController","minecraft:fluxcontroller","yes"
"sonar.flux.common.tileentity.TileFluxPlug","minecraft:fluxplug","yes"
"sonar.flux.common.tileentity.TileFluxPoint","minecraft:fluxpoint","yes"
"sonar.flux.common.tileentity.TileStorage$Basic","minecraft:fluxstorage","yes"
"sonar.flux.common.tileentity.TileStorage$Gargantuan","minecraft:gargantuanfluxstorage","yes"
"sonar.flux.common.tileentity.TileStorage$Herculean","minecraft:herculeanfluxstorage","yes"
"soot.tile.TileEntityAlchemyGauge","minecraft:tileentityalchemygauge","yes"
"soot.tile.TileEntityAlchemyGlobe","minecraft:tileentityalchemyglobe","yes"
"soot.tile.TileEntityDistillationPipe","minecraft:tileentitydistillationpipe","-"
"soot.tile.TileEntityEmberBurst","minecraft:tileentityemberburst","yes"
"soot.tile.TileEntityInsulation","minecraft:tileentityinsulation","-"
"soot.tile.TileEntityRedstoneBin","minecraft:tileentityredstonebin","yes"
"soot.tile.TileEntityScale","minecraft:tileentityscale","yes"
"soot.tile.TileEntityStillBase","minecraft:tileentitystillbase","yes"
"soot.tile.TileEntityStillTip","minecraft:tileentitystilltip","yes"
"soot.tile.TileEntitySulfurOre","minecraft:tileentitysulfurore","yes"
"soot.tile.overrides.TileEntityAlchemyPedestalImproved","minecraft:tileentityalchemypedestalimproved","yes"
"soot.tile.overrides.TileEntityAlchemyTabletImproved","minecraft:tileentityalchemytabletimproved","yes"
"soot.tile.overrides.TileEntityBeamCannonImproved","minecraft:tileentitybeamcannonimproved","yes"
"soot.tile.overrides.TileEntityCrystalCellImproved","minecraft:tileentitycrystalcellimproved","yes"
"soot.tile.overrides.TileEntityDawnstoneAnvilImproved","minecraft:tileentitydawnstoneanvilimproved","-"
"soot.tile.overrides.TileEntityEmberBoreImproved","minecraft:tileentityemberboreimproved","yes"
"soot.tile.overrides.TileEntityHeatCoilImproved","minecraft:tileentityheatcoilimproved","yes"
"soot.tile.overrides.TileEntityMechAccessorImproved","minecraft:tileentitymechaccessorimproved","-"
"soot.tile.overrides.TileEntityMixerBottomImproved","minecraft:tileentitymixerbottomimproved","yes"
"soot.tile.overrides.TileEntityStamperImproved","minecraft:tileentitystamperimproved","yes"
"team.chisel.common.block.TileAutoChisel","chisel:auto_chisel","yes"
"teamroots.embers.tileentity.TileEntityActivatorBottom","embers:tile_entity_activator_bottom","yes"
"teamroots.embers.tileentity.TileEntityActivatorTop","embers:tile_entity_activator_top","yes"
"teamroots.embers.tileentity.TileEntityAlchemyPedestal","embers:tile_entity_alchemy_pedestal","yes"
"teamroots.embers.tileentity.TileEntityAlchemyTablet","embers:tile_entity_alchemy_tablet","yes"
"teamroots.embers.tileentity.TileEntityArchaicGeysir","embers:tile_entity_archaic_geysir","yes"
"teamroots.embers.tileentity.TileEntityAutoHammer","embers:tile_entity_auto_hammer","yes"
"teamroots.embers.tileentity.TileEntityBeamCannon","embers:tile_entity_beam_cannon","yes"
"teamroots.embers.tileentity.TileEntityBeamSplitter","embers:tile_entity_beam_splitter","yes"
"teamroots.embers.tileentity.TileEntityBin","embers:tile_entity_bin","yes"
"teamroots.embers.tileentity.TileEntityBoilerBottom","embers:tile_entity_boiler_bottom","yes"
"teamroots.embers.tileentity.TileEntityBoilerTop","embers:tile_entity_boiler_top","yes"
"teamroots.embers.tileentity.TileEntityBreaker","embers:tile_entity_breaker","yes"
"teamroots.embers.tileentity.TileEntityCatalyticPlug","embers:tile_entity_catalytic_plug","yes"
"teamroots.embers.tileentity.TileEntityCatalyzer","embers:tile_entity_catalyzer","yes"
"teamroots.embers.tileentity.TileEntityCharger","embers:tile_entity_charger","yes"
"teamroots.embers.tileentity.TileEntityCinderPlinth","embers:tile_entity_cinder_plinth","yes"
"teamroots.embers.tileentity.TileEntityClockworkAttenuator","embers:tile_entity_clockwork_attenuator","yes"
"teamroots.embers.tileentity.TileEntityCombustor","embers:tile_entity_combustor","yes"
"teamroots.embers.tileentity.TileEntityCopperCell","embers:tile_entity_copper_cell","-"
"teamroots.embers.tileentity.TileEntityCreativeEmberSource","embers:tile_entity_creative_ember_source","yes"
"teamroots.embers.tileentity.TileEntityCrystalCell","embers:tile_entity_crystal_cell","yes"
"teamroots.embers.tileentity.TileEntityDawnstoneAnvil","embers:tile_entity_dawnstone_anvil","-"
"teamroots.embers.tileentity.TileEntityDropper","embers:tile_entity_dropper","yes"
"teamroots.embers.tileentity.TileEntityEmberBore","embers:tile_entity_ember_bore","yes"
"teamroots.embers.tileentity.TileEntityEmberFunnel","embers:tile_entity_ember_funnel","yes"
"teamroots.embers.tileentity.TileEntityEmberGauge","embers:tile_entity_ember_gauge","yes"
"teamroots.embers.tileentity.TileEntityEmberInjector","embers:tile_entity_ember_injector","yes"
"teamroots.embers.tileentity.TileEntityEmberSiphon","embers:tile_entity_ember_siphon","-"
"teamroots.embers.tileentity.TileEntityEmitter","embers:tile_entity_emitter","yes"
"teamroots.embers.tileentity.TileEntityExplosionPedestal","embers:tile_entity_explosion_pedestal","yes"
"teamroots.embers.tileentity.TileEntityFieldChart","embers:tile_entity_field_chart","yes"
"teamroots.embers.tileentity.TileEntityFluidExtractor","embers:tile_entity_pump","yes"
"teamroots.embers.tileentity.TileEntityFluidGauge","embers:tile_entity_fluid_gauge","yes"
"teamroots.embers.tileentity.TileEntityFluidPipe","embers:tile_entity_pipe","yes"
"teamroots.embers.tileentity.TileEntityFluidTransfer","embers:tile_entity_fluid_transfer","yes"
"teamroots.embers.tileentity.TileEntityFurnaceBottom","embers:tile_entity_furnace_bottom","yes"
"teamroots.embers.tileentity.TileEntityFurnaceTop","embers:tile_entity_furnace_top","yes"
"teamroots.embers.tileentity.TileEntityGeoSeparator","embers:tile_entity_geo_separator","yes"
"teamroots.embers.tileentity.TileEntityHeatCoil","embers:tile_entity_heat_coil","yes"
"teamroots.embers.tileentity.TileEntityInfernoForge","embers:tile_entity_inferno_forge","yes"
"teamroots.embers.tileentity.TileEntityInfernoForgeOpening","embers:tile_entity_inferno_forge_opening","yes"
"teamroots.embers.tileentity.TileEntityItemExtractor","embers:tile_entity_item_pump","yes"
"teamroots.embers.tileentity.TileEntityItemPipe","embers:tile_entity_item_pipe","yes"
"teamroots.embers.tileentity.TileEntityItemTransfer","embers:tile_entity_item_transfer","yes"
"teamroots.embers.tileentity.TileEntityItemVacuum","embers:tile_entity_vacuum","yes"
"teamroots.embers.tileentity.TileEntityKnowledgeTable","embers:tile_entity_knowledge_table","yes"
"teamroots.embers.tileentity.TileEntityLargeTank","embers:tile_entity_large_tank","yes"
"teamroots.embers.tileentity.TileEntityMechAccessor","embers:tile_entity_mech_accessor","-"
"teamroots.embers.tileentity.TileEntityMechActuator","embers:tile_entity_mech_actuator","yes"
"teamroots.embers.tileentity.TileEntityMechCore","embers:tile_entity_mech_core","-"
"teamroots.embers.tileentity.TileEntityMiniBoiler","embers:tile_entity_mini_boiler","yes"
"teamroots.embers.tileentity.TileEntityMixerBottom","embers:tile_entity_mixer_bottom","yes"
"teamroots.embers.tileentity.TileEntityMixerTop","embers:tile_entity_mixer_top","-"
"teamroots.embers.tileentity.TileEntityPulser","embers:tile_entity_pulser","yes"
"teamroots.embers.tileentity.TileEntityPumpBottom","embers:tile_entity_pump_bottom","yes"
"teamroots.embers.tileentity.TileEntityPumpTop","embers:tile_entity_pump_top","-"
"teamroots.embers.tileentity.TileEntityReactor","embers:tile_entity_reactor","yes"
