"ID","Name","Description","Parent"
"minecraft:recipes/misc/book","minecraft:recipes/misc/book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bowl","minecraft:recipes/misc/bowl","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bucket","minecraft:recipes/misc/bucket","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/coal","minecraft:recipes/misc/coal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/cyan_dye","minecraft:recipes/misc/cyan_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/diamond","minecraft:recipes/misc/diamond","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/emerald","minecraft:recipes/misc/emerald","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/ender_eye","minecraft:recipes/misc/ender_eye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/fire_charge","minecraft:recipes/misc/fire_charge","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_block","minecraft:recipes/misc/gold_ingot_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_nuggets","minecraft:recipes/misc/gold_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_nugget","minecraft:recipes/misc/gold_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gray_dye","minecraft:recipes/misc/gray_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_block","minecraft:recipes/misc/iron_ingot_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_nuggets","minecraft:recipes/misc/iron_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_nugget","minecraft:recipes/misc/iron_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lapis_lazuli","minecraft:recipes/misc/lapis_lazuli","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/leather","minecraft:recipes/misc/leather","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_blue_orchid","minecraft:recipes/misc/light_blue_dye_from_blue_orchid","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_lapis_bonemeal","minecraft:recipes/misc/light_blue_dye_from_lapis_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_azure_bluet","minecraft:recipes/misc/light_gray_dye_from_azure_bluet","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_gray_bonemeal","minecraft:recipes/misc/light_gray_dye_from_gray_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal","minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_white_tulip","minecraft:recipes/misc/light_gray_dye_from_white_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lime_dye","minecraft:recipes/misc/lime_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_allium","minecraft:recipes/misc/magenta_dye_from_allium","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal","minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lapis_red_pink","minecraft:recipes/misc/magenta_dye_from_lapis_red_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lilac","minecraft:recipes/misc/magenta_dye_from_lilac","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_purple_and_pink","minecraft:recipes/misc/magenta_dye_from_purple_and_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/map","minecraft:recipes/misc/map","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/melon_seeds","minecraft:recipes/misc/melon_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_orange_tulip","minecraft:recipes/misc/orange_dye_from_orange_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_red_yellow","minecraft:recipes/misc/orange_dye_from_red_yellow","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/paper","minecraft:recipes/misc/paper","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_peony","minecraft:recipes/misc/pink_dye_from_peony","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_pink_tulip","minecraft:recipes/misc/pink_dye_from_pink_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_red_bonemeal","minecraft:recipes/misc/pink_dye_from_red_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pumpkin_seeds","minecraft:recipes/misc/pumpkin_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/purple_dye","minecraft:recipes/misc/purple_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_beetroot","minecraft:recipes/misc/red_dye_from_beetroot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_poppy","minecraft:recipes/misc/red_dye_from_poppy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_rose_bush","minecraft:recipes/misc/red_dye_from_rose_bush","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_tulip","minecraft:recipes/misc/red_dye_from_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/slime_ball","minecraft:recipes/misc/slime_ball","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/stick","minecraft:recipes/misc/stick","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/sugar","minecraft:recipes/misc/sugar","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/wheat","minecraft:recipes/misc/wheat","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/writable_book","minecraft:recipes/misc/writable_book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_dandelion","minecraft:recipes/misc/yellow_dye_from_dandelion","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_sunflower","minecraft:recipes/misc/yellow_dye_from_sunflower","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_door","minecraft:recipes/redstone/acacia_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_fence_gate","minecraft:recipes/redstone/acacia_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_door","minecraft:recipes/redstone/birch_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_fence_gate","minecraft:recipes/redstone/birch_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/comparator","minecraft:recipes/redstone/comparator","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_door","minecraft:recipes/redstone/dark_oak_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_fence_gate","minecraft:recipes/redstone/dark_oak_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/daylight_detector","minecraft:recipes/redstone/daylight_detector","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dispenser","minecraft:recipes/redstone/dispenser","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dropper","minecraft:recipes/redstone/dropper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/fence_gate","minecraft:recipes/redstone/fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/heavy_weighted_pressure_plate","minecraft:recipes/redstone/heavy_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/hopper","minecraft:recipes/redstone/hopper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_door","minecraft:recipes/redstone/iron_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_trapdoor","minecraft:recipes/redstone/iron_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_door","minecraft:recipes/redstone/jungle_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_fence_gate","minecraft:recipes/redstone/jungle_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/lever","minecraft:recipes/redstone/lever","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/light_weighted_pressure_plate","minecraft:recipes/redstone/light_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/noteblock","minecraft:recipes/redstone/noteblock","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/observer","minecraft:recipes/redstone/observer","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/piston","minecraft:recipes/redstone/piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone","minecraft:recipes/redstone/redstone","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_block","minecraft:recipes/redstone/redstone_block","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_lamp","minecraft:recipes/redstone/redstone_lamp","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_torch","minecraft:recipes/redstone/redstone_torch","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/repeater","minecraft:recipes/redstone/repeater","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_door","minecraft:recipes/redstone/spruce_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_fence_gate","minecraft:recipes/redstone/spruce_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/sticky_piston","minecraft:recipes/redstone/sticky_piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_button","minecraft:recipes/redstone/stone_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_pressure_plate","minecraft:recipes/redstone/stone_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tnt","minecraft:recipes/redstone/tnt","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/trapdoor","minecraft:recipes/redstone/trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/trapped_chest","minecraft:recipes/redstone/trapped_chest","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tripwire_hook","minecraft:recipes/redstone/tripwire_hook","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_button","minecraft:recipes/redstone/wooden_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_door","minecraft:recipes/redstone/wooden_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_pressure_plate","minecraft:recipes/redstone/wooden_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/root","minecraft:recipes/root","<null>","-"
"minecraft:recipes/tools/clock","minecraft:recipes/tools/clock","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/compass","minecraft:recipes/tools/compass","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_axe","minecraft:recipes/tools/diamond_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_hoe","minecraft:recipes/tools/diamond_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_pickaxe","minecraft:recipes/tools/diamond_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_shovel","minecraft:recipes/tools/diamond_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/fishing_rod","minecraft:recipes/tools/fishing_rod","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/flint_and_steel","minecraft:recipes/tools/flint_and_steel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_axe","minecraft:recipes/tools/golden_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_hoe","minecraft:recipes/tools/golden_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_pickaxe","minecraft:recipes/tools/golden_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_shovel","minecraft:recipes/tools/golden_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_axe","minecraft:recipes/tools/iron_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_hoe","minecraft:recipes/tools/iron_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_pickaxe","minecraft:recipes/tools/iron_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_shovel","minecraft:recipes/tools/iron_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/lead","minecraft:recipes/tools/lead","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/shears","minecraft:recipes/tools/shears","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_axe","minecraft:recipes/tools/stone_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_hoe","minecraft:recipes/tools/stone_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_pickaxe","minecraft:recipes/tools/stone_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_shovel","minecraft:recipes/tools/stone_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_axe","minecraft:recipes/tools/wooden_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_hoe","minecraft:recipes/tools/wooden_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_pickaxe","minecraft:recipes/tools/wooden_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_shovel","minecraft:recipes/tools/wooden_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/acacia_boat","minecraft:recipes/transportation/acacia_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/activator_rail","minecraft:recipes/transportation/activator_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/birch_boat","minecraft:recipes/transportation/birch_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/boat","minecraft:recipes/transportation/boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/carrot_on_a_stick","minecraft:recipes/transportation/carrot_on_a_stick","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/chest_minecart","minecraft:recipes/transportation/chest_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/dark_oak_boat","minecraft:recipes/transportation/dark_oak_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/detector_rail","minecraft:recipes/transportation/detector_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/furnace_minecart","minecraft:recipes/transportation/furnace_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/golden_rail","minecraft:recipes/transportation/golden_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/hopper_minecart","minecraft:recipes/transportation/hopper_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/jungle_boat","minecraft:recipes/transportation/jungle_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/minecart","minecraft:recipes/transportation/minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/rail","minecraft:recipes/transportation/rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/spruce_boat","minecraft:recipes/transportation/spruce_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/tnt_minecart","minecraft:recipes/transportation/tnt_minecart","<null>","minecraft:recipes/root"
"minecraft:story/cure_zombie_villager","[Zombie Doctor]","Weaken and then cure a zombie villager","minecraft:story/enter_the_nether"
"minecraft:story/deflect_arrow","[Not Today, Thank You]","Deflect an arrow with a shield","minecraft:story/obtain_armor"
"minecraft:story/enchant_item","[Enchanter]","Enchant an item at an Enchanting Table","minecraft:story/mine_diamond"
"minecraft:story/enter_the_end","[The End?]","Enter the End Portal","minecraft:story/follow_ender_eye"
"minecraft:story/enter_the_nether","[We Need to Go Deeper]","Build, light and enter a Nether Portal","minecraft:story/form_obsidian"
"minecraft:story/follow_ender_eye","[Eye Spy]","Follow an Ender Eye","minecraft:story/enter_the_nether"
"minecraft:story/form_obsidian","[Ice Bucket Challenge]","Form and mine a block of Obsidian","minecraft:story/lava_bucket"
"minecraft:story/iron_tools","[Isn't It Iron Pick]","Upgrade your pickaxe","minecraft:story/smelt_iron"
"minecraft:story/lava_bucket","[Hot Stuff]","Fill a bucket with lava","minecraft:story/smelt_iron"
"minecraft:story/mine_diamond","[Diamonds!]","Acquire diamonds","minecraft:story/iron_tools"
"minecraft:story/mine_stone","[Stone Age]","Mine stone with your new pickaxe","minecraft:story/root"
"minecraft:story/obtain_armor","[Suit Up]","Protect yourself with a piece of iron armor","minecraft:story/smelt_iron"
"minecraft:story/root","[Minecraft]","The heart and story of the game","-"
"minecraft:story/shiny_gear","[Cover Me With Diamonds]","Diamond armor saves lives","minecraft:story/mine_diamond"
"minecraft:story/smelt_iron","[Acquire Hardware]","Smelt an iron ingot","minecraft:story/upgrade_tools"
"minecraft:story/upgrade_tools","[Getting an Upgrade]","Construct a better pickaxe","minecraft:story/mine_stone"
"mysticalworld:amethyst","[Sobriety Test]","Find a gem more divine than diamond!","mysticalworld:root"
"mysticalworld:aubergine","[That's No Carrot...]","Once, purple carrots were all the rage. But this is an aubergine.","mysticalworld:root"
"mysticalworld:epic_squid","[Epic Squid!]","Partake in some of the delicious, purple-y goodness of Epic Squid.","mysticalworld:root"
"mysticalworld:root","[Mystical World]","Breathe in a brand new, mystical world!","-"
"naturalpledge:naturalpledge/awakening","[Chaining Intention]","Infuse the Divine into your Priestly Emblem","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/begin_ragnarok","[The 13th Apocalypse]","Draw forth the blood of gods","naturalpledge:naturalpledge/root"
"naturalpledge:naturalpledge/create_aqua","[Blue Sky Fish]","Forge the storm into crystal from the power of Njord","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/create_fire","[Soleil]","Forge Embers from the power of Loki (not the dwarf kind)","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/create_life","[Pitch-Black Forest]","Forge the essence of new life from the power of Idunn","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/create_thunder","[Electric Angel]","Forge lightning into metal from the power of Thor","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/focus","[Glass of Time]","Channel your soul through a Terrestrial Focus","naturalpledge:naturalpledge/root"
"naturalpledge:naturalpledge/iridescence","[Platinum Disco]","Forge Iridescence from the power of Heimdall","naturalpledge:naturalpledge/focus"
"naturalpledge:naturalpledge/ragnarok","[Celestial Symphony]","Call forth the blood of gods","naturalpledge:naturalpledge/begin_ragnarok"
"naturalpledge:naturalpledge/root","[The New Millenium]","Pledge your soul to a divinity","-"
"naturalpledge:naturalpledge/sacred_aqua","[Rising Hero]","Create the Arrows of Ascension from the true power of Njord","naturalpledge:naturalpledge/awakening"
"naturalpledge:naturalpledge/sacred_flame","[Dawn of the Red Sea]","Create the Fist of Perdition from the true power of Loki","naturalpledge:naturalpledge/awakening"
"naturalpledge:naturalpledge/sacred_horn","[Lost One's Weeping]","Create Gjallerhorn from the true power of Heimdall","naturalpledge:naturalpledge/awakening"
"naturalpledge:naturalpledge/sacred_life","[Eternal Song]","Create the Apples of Immortality from the true power of Idunn","naturalpledge:naturalpledge/awakening"
"naturalpledge:naturalpledge/sacred_thunder","[God Slaying Machine]","Create Mjolnir from the true power of Thor","naturalpledge:naturalpledge/awakening"
"nuclearcraft:devices/bin","[Mr. Dilkington]","Craft a Universal Bin","nuclearcraft:root"
"nuclearcraft:devices/lithium_ion_battery_basic","[Elon's Footsteps]","Craft a Basic Lithium Ion Battery","nuclearcraft:devices/voltaic_pile_basic"
"nuclearcraft:devices/solar_panel_basic","[Eco-Friendly]","Craft a Basic Solar Panel","nuclearcraft:fission/decay_generator"
"nuclearcraft:devices/voltaic_pile_basic","[Electric Avenue]","Craft a Basic Voltaic Pile","nuclearcraft:root"
"nuclearcraft:fission/americium","[In Physics We Trust]","Obtain some Americium","nuclearcraft:fission/plutonium"
"nuclearcraft:fission/berkelium","[Made in Alameda]","Obtain some Berkelium","nuclearcraft:fission/curium"
"nuclearcraft:fission/californium","[California Dreamin']","Obtain some Californium","nuclearcraft:fission/curium"
"nuclearcraft:fission/curium","[Curious Marie]","Obtain some Curium","nuclearcraft:fission/plutonium"
"nuclearcraft:fission/decay_generator","[Alpha Power]","Craft a Decay Generator","nuclearcraft:root"
"nuclearcraft:fission/fission_controller","[Splitting the Atom]","Craft a Fission Controller","nuclearcraft:processors/isotope_separator"
"nuclearcraft:fission/neptunium","[Sweet Neptune]","Obtain some Neptunium","nuclearcraft:fission/fission_controller"
"nuclearcraft:fission/plutonium","[Criticality]","Obtain some Plutonium","nuclearcraft:fission/fission_controller"
"nuclearcraft:fission/rtg_americium","[Rad-Spangled Power]","Craft an Americium RTG","nuclearcraft:fission/americium"
"nuclearcraft:fission/rtg_californium","[End of the Line]","Craft a Californium RTG","nuclearcraft:fission/californium"
"nuclearcraft:fission/rtg_plutonium","[Demon Core]","Craft a Plutonium RTG","nuclearcraft:fission/plutonium"
"nuclearcraft:fission/rtg_uranium","[Warm Green Glow]","Craft a Uranium RTG","nuclearcraft:fission/decay_generator"
"nuclearcraft:food/marshmallow","[The Lansdell Manoeuvre]","Make a Marshmallow","nuclearcraft:root"
"nuclearcraft:food/moresmore","[S'more of the Same]","Make a MoreS'more DoubleS'mingot","nuclearcraft:food/smore"
"nuclearcraft:food/smore","[Gather Round the Campfire]","Make a S'more S'mingot","nuclearcraft:food/marshmallow"
"nuclearcraft:fusion/active_cooler","[Temperature Control]","Craft an Active Cooler","nuclearcraft:processors/electrolyser"
"nuclearcraft:fusion/fusion_core","[Star in a Box]","Craft a Fusion Core","nuclearcraft:processors/electrolyser"
"nuclearcraft:multiblock/heat_exchanger_controller","[Thermal Contact]","Craft a Heat Exchanger Controller","nuclearcraft:processors/salt_mixer"
"nuclearcraft:multiblock/salt_fission_controller","[Next Gen Nuclear]","Craft a Molten Salt Fission Controller","nuclearcraft:processors/salt_mixer"
"nuclearcraft:multiblock/turbine_controller","[Respecting Rankine]","Craft a Turbine Controller","nuclearcraft:multiblock/heat_exchanger_controller"
"nuclearcraft:portable_ender_chest","[Mary Poppins]","Craft a Portable Ender Chest","nuclearcraft:root"
"nuclearcraft:processors/alloy_furnace","[Smelting up a Storm]","Craft an Alloy Furnace","nuclearcraft:processors/manufactory"
"nuclearcraft:processors/centrifuge","[James Bond]","Craft a Centrifuge","nuclearcraft:processors/rock_crusher"
"nuclearcraft:processors/chemical_reactor","[The Full Poliakoff]","Craft a Chemical Reactor","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:processors/crystallizer","[Breaking Bad]","Craft a Crystallizer","nuclearcraft:processors/chemical_reactor"
"nuclearcraft:processors/decay_hastener","[Extreme Radiation]","Craft a Decay Hastener","nuclearcraft:processors/isotope_separator"
"nuclearcraft:processors/dissolver","[Chemical Brewery]","Craft a Fluid Enricher","nuclearcraft:processors/chemical_reactor"
"nuclearcraft:processors/electrolyser","[Fizzing Electrodes]","Craft an Electrolyzer","nuclearcraft:root"
"nuclearcraft:processors/energy_upgrade","[Polynomial Quenching]","Craft an Energy Upgrade","nuclearcraft:processors/manufactory"
"nuclearcraft:processors/extractor","[Squeezing the Sponge]","Craft a Fluid Extractor","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:processors/fuel_reprocessor","[Picking up the Pieces]","Craft a Fuel Reprocessor","nuclearcraft:processors/isotope_separator"
"nuclearcraft:processors/infuser","[Soaking it Up]","Craft a Fluid Infuser","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:processors/ingot_former","[Ceramic Mold]","Craft an Ingot Former","nuclearcraft:processors/melter"
"nuclearcraft:processors/irradiator","[Neutron Bombardment]","Craft a Neutron Irradiator","nuclearcraft:processors/electrolyser"
"nuclearcraft:processors/isotope_separator","[Nuclear Refinement]","Craft an Isotope Separator","nuclearcraft:root"
"nuclearcraft:processors/machine_interface","[Cubic Extension]","Craft a Machine Interface","nuclearcraft:processors/manufactory"
"nuclearcraft:processors/manufactory","[Industrializing]","Craft a Manufactory","nuclearcraft:root"
"nuclearcraft:processors/melter","[Hot and Spicy]","Craft a Melter","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:processors/nuclear_furnace","[Kitchen Nightmare]","Craft a Nuclear Furnace","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:processors/pressurizer","[The Terror of Knowing]","Craft a Pressurizer","nuclearcraft:processors/crystallizer"
"nuclearcraft:processors/rock_crusher","[Rolling Stones]","Craft a Rock Crusher","nuclearcraft:root"
"nuclearcraft:processors/salt_mixer","[Blend and Fold]","Craft a Salt Mixer","nuclearcraft:processors/rock_crusher"
"nuclearcraft:processors/speed_upgrade","[Overclocking]","Craft a Speed Upgrade","nuclearcraft:processors/manufactory"
"nuclearcraft:processors/supercooler","[Hoth Machine]","Craft a Supercooler","nuclearcraft:processors/alloy_furnace"
"nuclearcraft:radiation/geiger_counter","[Pripyat Preparations]","Craft a Geiger Counter","nuclearcraft:root"
"nuclearcraft:radiation/rad_shielding","[Brave Sir Robin]","Craft some Heavy Radiation Shielding","nuclearcraft:radiation/geiger_counter"
"nuclearcraft:radiation/rad_x","[Imitative Immunity]","Make some Rad-X","nuclearcraft:radiation/radaway"
"nuclearcraft:radiation/radaway","[Ridding the Rads]","Make some RadAway","nuclearcraft:radiation/geiger_counter"
"nuclearcraft:radiation/radiation_scrubber","[Pollution Control]","Craft a Radiation Scrubber","nuclearcraft:radiation/geiger_counter"
"nuclearcraft:root","[NuclearCraft]","Nuclear Physics, Minecraft Style","-"
"plethora:recipes/keyboard","plethora:recipes/keyboard","<null>","minecraft:recipes/root"
"plethora:recipes/manipulator.mark_1","plethora:recipes/manipulator.mark_1","<null>","minecraft:recipes/root"
"plethora:recipes/manipulator.mark_2","plethora:recipes/manipulator.mark_2","<null>","minecraft:recipes/root"
"plethora:recipes/module_chat","plethora:recipes/module_chat","<null>","minecraft:recipes/root"
"plethora:recipes/module_glasses","plethora:recipes/module_glasses","<null>","minecraft:recipes/root"
"plethora:recipes/module_introspection","plethora:recipes/module_introspection","<null>","minecraft:recipes/root"
"plethora:recipes/module_kinetic","plethora:recipes/module_kinetic","<null>","minecraft:recipes/root"
"plethora:recipes/module_laser","plethora:recipes/module_laser","<null>","minecraft:recipes/root"
"plethora:recipes/module_scanner","plethora:recipes/module_scanner","<null>","minecraft:recipes/root"
"plethora:recipes/module_sensor","plethora:recipes/module_sensor","<null>","minecraft:recipes/root"
"plethora:recipes/neural_connector","plethora:recipes/neural_connector","<null>","minecraft:recipes/root"
"plethora:recipes/neural_interface","plethora:recipes/neural_interface","<null>","minecraft:recipes/root"
"plethora:recipes/redstone_integrator","plethora:recipes/redstone_integrator","<null>","minecraft:recipes/root"
"pneumaticcraft:advanced_pressure_tube","[Tiering It Up]","Make some Advanced Pressure Tubes with the Assembly Controller and related machines.","pneumaticcraft:assembly_controller"
"pneumaticcraft:aerial_interface","[Interdimensional Convenience]","Build an Aerial Interface to manage your inventory from anywhere in any dimension.","pneumaticcraft:advanced_pressure_tube"
"pneumaticcraft:air_compressor","[Building up the Pressure!]","Make an Air Compressor.","pneumaticcraft:pressure_tube"
"pneumaticcraft:amadron_tablet","[Better Than Villagers]","Make an Amadron Tablet for some trading flexibility.","pneumaticcraft:plastic"
"pneumaticcraft:aphorism_tile","[Better Than Signs]","Make some Aphorism Tiles with the Assembly Controller and related machines.","pneumaticcraft:assembly_controller"
